NO,hospital_name,ykiho,doctor_info,specialties,source_file,num_doctors,num_dentists,num_korean_med,category,radiology,internal_medicine,oriental_neuropsychiatry,anesthesiology_pain,rehabilitation_medicine,occupational_medicine,oral_maxillofacial_surgery,surgery,emergency_medicine,acupuncture,family_medicine,ophthalmology,orthopedic_surgery,psychiatry,periodontology,pediatrics,cardiothoracic_surgery,lab_medicine,prosthodontics,oral_pathology,plastic_surgery,radiation_oncology,dentistry,ent,conservative_dentistry,urology,orthodontics,oral_medicine,preventive_medicine,dermatology,pediatric_dentistry,neurosurgery,tuberculosis,nuclear_medicine,oriental_internal,integrated_dentistry,dental_radiology,neurology,oriental_obgyn,oriental_rehab,obstetrics_gynecology,pathology,total_medical_staff,category_en,radiology,internal_medicine,oriental_neuropsychiatry,anesthesiology_pain,rehabilitation_medicine,occupational_medicine,oral_maxillofacial_surgery,surgery,emergency_medicine,acupuncture,family_medicine,ophthalmology,orthopedic_surgery,psychiatry,periodontology,pediatrics,cardiothoracic_surgery,lab_medicine,prosthodontics,oral_pathology,plastic_surgery,radiation_oncology,dentistry,ent,conservative_dentistry,urology,orthodontics,oral_medicine,preventive_medicine,dermatology,pediatric_dentistry,neurosurgery,tuberculosis,nuclear_medicine,oriental_internal,integrated_dentistry,dental_radiology,neurology,oriental_obgyn,oriental_rehab,obstetrics_gynecology,pathology,radiology,internal_medicine,oriental_neuropsychiatry,anesthesiology_pain,rehabilitation_medicine,occupational_medicine,oral_maxillofacial_surgery,surgery,emergency_medicine,acupuncture,family_medicine,ophthalmology,orthopedic_surgery,psychiatry,periodontology,pediatrics,cardiothoracic_surgery,lab_medicine,prosthodontics,oral_pathology,plastic_surgery,radiation_oncology,dentistry,ent,conservative_dentistry,urology,orthodontics,oral_medicine,preventive_medicine,dermatology,pediatric_dentistry,neurosurgery,tuberculosis,nuclear_medicine,oriental_internal,integrated_dentistry,dental_radiology,neurology,oriental_obgyn,oriental_rehab,obstetrics_gynecology,pathology,province,city
230,제주특별자치도 서귀포의료원,JDQ4MTYyMiM4MSMkMSMkOCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQ0NjEwMDIjNDEjJDEjJDQjJDgz,"총 인원 : 47명 (의사 : 45, 치과의사 : 2, 한의사 : 0)","내과 (8), 신경과 (2), 정신건강의학과 (1), 외과 (5), 정형외과 (4), 신경외과 (3), 심장혈관흉부외과 (1), 마취통증의학과 (3), 산부인과 (2), 소아청소년과 (3), 안과 (1), 이비인후과 (1), 비뇨의학과 (1), 영상의학과 (3), 진단검사의학과 (1), 재활의학과 (1), 가정의학과 (1), 응급의학과 (3)",hco_info_종합병원_20250518_2200.csv,45,2,0,종합병원,3,8,0,3,1,0,0,5,3,0,1,1,4,1,0,3,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,2,0,0,2,0,47,general_hospital,3,8,0,3,1,0,0,5,3,0,1,1,4,1,0,3,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,2,0,0,2,0,3,8,0,3,1,0,0,5,3,0,1,1,4,1,0,3,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,2,0,0,2,0,제주특별자치도,서귀포시
231,의료법인 플러스의료재단 단원병원,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ2MiQyNjE0ODEjNTEjJDEjJDIjJDgz,"총 인원 : 62명 (의사 : 61, 치과의사 : 0, 한의사 : 1)","내과 (17), 신경과 (3), 정신건강의학과 (1), 외과 (5), 정형외과 (3), 신경외과 (3), 심장혈관흉부외과 (2), 성형외과 (1), 마취통증의학과 (4), 산부인과 (1), 소아청소년과 (5), 영상의학과 (4), 진단검사의학과 (2), 재활의학과 (1), 가정의학과 (1), 응급의학과 (7), 직업환경의학과 (1), 예방의학과 (1)",hco_info_종합병원_20250518_2200.csv,61,0,1,종합병원,4,17,0,4,1,1,0,5,7,0,1,0,3,1,0,5,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,3,0,0,1,0,62,general_hospital,4,17,0,4,1,1,0,5,7,0,1,0,3,1,0,5,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,3,0,0,1,0,4,17,0,4,1,1,0,5,7,0,1,0,3,1,0,5,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,3,0,0,1,0,경기도,안산시
232,경찰병원,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjE4MzIjNjEjJDEjJDgjJDgz,"총 인원 : 73명 (의사 : 70, 치과의사 : 3, 한의사 : 0)","내과 (12), 신경과 (1), 정신건강의학과 (2), 외과 (3), 정형외과 (8), 신경외과 (3), 심장혈관흉부외과 (1), 성형외과 (2), 마취통증의학과 (5), 산부인과 (2), 소아청소년과 (2), 안과 (2), 이비인후과 (4), 피부과 (1), 비뇨의학과 (3), 영상의학과 (1), 병리과 (1), 진단검사의학과 (1), 재활의학과 (2), 핵의학과 (1), 가정의학과 (4), 응급의학과 (1), 치과보철과 (1), 치주과 (2)",hco_info_종합병원_20250518_2200.csv,70,3,0,종합병원,1,12,0,5,2,0,0,3,1,0,4,2,8,2,2,2,1,1,1,0,2,0,0,4,0,3,0,0,0,1,0,3,0,1,0,0,0,1,0,0,2,1,73,general_hospital,1,12,0,5,2,0,0,3,1,0,4,2,8,2,2,2,1,1,1,0,2,0,0,4,0,3,0,0,0,1,0,3,0,1,0,0,0,1,0,0,2,1,1,12,0,5,2,0,0,3,1,0,4,2,8,2,2,2,1,1,1,0,2,0,0,4,0,3,0,0,0,1,0,3,0,1,0,0,0,1,0,0,2,1,서울특별시,송파구
233,의료법인칠석의료재단사랑의병원,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ2MiQzNjE4MzIjNDEjJDEjJDQjJDgz,"총 인원 : 43명 (의사 : 43, 치과의사 : 0, 한의사 : 0)","내과 (11), 신경과 (2), 외과 (3), 정형외과 (4), 신경외과 (2), 마취통증의학과 (3), 산부인과 (1), 영상의학과 (7), 진단검사의학과 (1), 응급의학과 (7)",hco_info_종합병원_20250518_2200.csv,43,0,0,종합병원,7,11,0,3,0,0,0,3,7,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,43,general_hospital,7,11,0,3,0,0,0,3,7,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,7,11,0,3,0,0,0,3,7,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,경기도,안산시
234,효산의료재단 안양샘병원,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQ0NjEwMDIjNzEjJDEjJDgjJDgz,"총 인원 : 88명 (의사 : 83, 치과의사 : 4, 한의사 : 1)","내과 (20), 신경과 (4), 정신건강의학과 (1), 외과 (5), 정형외과 (6), 신경외과 (3), 심장혈관흉부외과 (1), 마취통증의학과 (5), 산부인과 (2), 소아청소년과 (2), 안과 (1), 이비인후과 (2), 비뇨의학과 (2), 영상의학과 (7), 방사선종양학과 (1), 병리과 (1), 진단검사의학과 (3), 재활의학과 (1), 핵의학과 (1), 가정의학과 (4), 응급의학과 (8), 직업환경의학과 (2), 예방의학과 (1), 통합치의학과 (1)",hco_info_종합병원_20250518_2200.csv,83,4,1,종합병원,7,20,0,5,1,2,0,5,8,0,4,1,6,1,0,2,1,3,0,0,0,1,0,2,0,2,0,0,1,0,0,3,0,1,0,1,0,4,0,0,2,1,88,general_hospital,7,20,0,5,1,2,0,5,8,0,4,1,6,1,0,2,1,3,0,0,0,1,0,2,0,2,0,0,1,0,0,3,0,1,0,1,0,4,0,0,2,1,7,20,0,5,1,2,0,5,8,0,4,1,6,1,0,2,1,3,0,0,0,1,0,2,0,2,0,0,1,0,0,3,0,1,0,1,0,4,0,0,2,1,경기도,안양시
235,한국보훈복지의료공단 중앙보훈병원,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjE4MzIjNDEjJDEjJDgjJDgz,"총 인원 : 241명 (의사 : 171, 치과의사 : 69, 한의사 : 1)","내과 (46), 신경과 (8), 정신건강의학과 (3), 외과 (7), 정형외과 (8), 신경외과 (3), 심장혈관흉부외과 (3), 성형외과 (1), 마취통증의학과 (6), 산부인과 (2), 소아청소년과 (2), 안과 (6), 이비인후과 (5), 피부과 (3), 비뇨의학과 (7), 영상의학과 (7), 방사선종양학과 (2), 병리과 (2), 진단검사의학과 (3), 재활의학과 (7), 핵의학과 (1), 가정의학과 (7), 응급의학과 (11), 구강악안면외과 (3), 치과보철과 (9), 소아치과 (1), 치주과 (5), 치과보존과 (4), 구강내과 (1), 통합치의학과 (3), 한방재활의학과 (1)",hco_info_종합병원_20250518_2200.csv,171,69,1,종합병원,7,46,0,6,7,0,3,7,11,0,7,6,8,3,5,2,3,3,9,0,1,2,0,5,4,7,0,1,0,3,1,3,0,1,0,3,0,8,0,1,2,2,241,general_hospital,7,46,0,6,7,0,3,7,11,0,7,6,8,3,5,2,3,3,9,0,1,2,0,5,4,7,0,1,0,3,1,3,0,1,0,3,0,8,0,1,2,2,7,46,0,6,7,0,3,7,11,0,7,6,8,3,5,2,3,3,9,0,1,2,0,5,4,7,0,1,0,3,1,3,0,1,0,3,0,8,0,1,2,2,서울특별시,강동구
236,대아의료재단한도병원,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQ0NjEwMDIjODEjJDEjJDYjJDgz,"총 인원 : 56명 (의사 : 54, 치과의사 : 2, 한의사 : 0)","내과 (14), 신경과 (2), 외과 (2), 정형외과 (3), 신경외과 (5), 심장혈관흉부외과 (1), 마취통증의학과 (3), 산부인과 (1), 소아청소년과 (1), 안과 (1), 이비인후과 (1), 비뇨의학과 (1), 영상의학과 (4), 진단검사의학과 (2), 재활의학과 (1), 가정의학과 (2), 응급의학과 (8), 직업환경의학과 (2)",hco_info_종합병원_20250518_2200.csv,54,2,0,종합병원,4,14,0,3,1,2,0,2,8,0,2,1,3,0,0,1,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0,0,0,0,2,0,0,1,0,56,general_hospital,4,14,0,3,1,2,0,2,8,0,2,1,3,0,0,1,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0,0,0,0,2,0,0,1,0,4,14,0,3,1,2,0,2,8,0,2,1,3,0,0,1,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0,0,0,0,2,0,0,1,0,경기도,안산시
237,성심의료재단강동성심병원,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQyNjEyMjIjODEjJDEjJDYjJDgz,"총 인원 : 166명 (의사 : 164, 치과의사 : 2, 한의사 : 0)","내과 (45), 신경과 (6), 정신건강의학과 (5), 외과 (8), 정형외과 (5), 신경외과 (6), 심장혈관흉부외과 (2), 성형외과 (4), 마취통증의학과 (9), 산부인과 (2), 소아청소년과 (6), 안과 (5), 이비인후과 (4), 피부과 (2), 비뇨의학과 (5), 영상의학과 (10), 방사선종양학과 (1), 병리과 (2), 진단검사의학과 (4), 핵의학과 (1), 가정의학과 (3), 응급의학과 (10), 구강악안면외과 (1), 치과보철과 (1), 통합치의학과 (1)",hco_info_종합병원_20250518_2200.csv,164,2,0,종합병원,10,45,0,9,0,0,1,8,10,0,3,5,5,5,0,6,2,4,1,0,4,1,0,4,0,5,0,0,0,2,0,6,0,1,0,1,0,6,0,0,2,2,166,general_hospital,10,45,0,9,0,0,1,8,10,0,3,5,5,5,0,6,2,4,1,0,4,1,0,4,0,5,0,0,0,2,0,6,0,1,0,1,0,6,0,0,2,2,10,45,0,9,0,0,1,8,10,0,3,5,5,5,0,6,2,4,1,0,4,1,0,4,0,5,0,0,0,2,0,6,0,1,0,1,0,6,0,0,2,2,서울특별시,강동구
238,강남베드로병원,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ2MiQyNjE0ODEjNzEjJDEjJDgjJDgz,"총 인원 : 36명 (의사 : 36, 치과의사 : 0, 한의사 : 0)","내과 (5), 신경과 (1), 외과 (3), 정형외과 (10), 신경외과 (4), 마취통증의학과 (1), 산부인과 (1), 비뇨의학과 (1), 영상의학과 (2), 병리과 (1), 진단검사의학과 (1), 재활의학과 (1), 응급의학과 (2)",hco_info_종합병원_20250518_2200.csv,36,0,0,종합병원,2,5,0,1,1,0,0,3,2,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,1,36,general_hospital,2,5,0,1,1,0,0,3,2,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,1,2,5,0,1,1,0,0,3,2,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,1,서울특별시,강남구
239,강동경희대학교의대병원,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQzNjE4MzIjNDEjJDEjJDQjJDgz,"총 인원 : 207명 (의사 : 206, 치과의사 : 1, 한의사 : 0)","내과 (56), 신경과 (8), 정신건강의학과 (3), 외과 (18), 정형외과 (11), 신경외과 (8), 심장혈관흉부외과 (3), 성형외과 (1), 마취통증의학과 (12), 산부인과 (6), 소아청소년과 (10), 안과 (5), 이비인후과 (7), 피부과 (2), 비뇨의학과 (6), 영상의학과 (11), 방사선종양학과 (2), 병리과 (5), 진단검사의학과 (4), 재활의학과 (5), 핵의학과 (1), 가정의학과 (2), 응급의학과 (9), 소아치과 (1)",hco_info_종합병원_20250518_2200.csv,206,1,0,종합병원,11,56,0,12,5,0,0,18,9,0,2,5,11,3,0,10,3,4,0,0,1,2,0,7,0,6,0,0,0,2,1,8,0,1,0,0,0,8,0,0,6,5,207,general_hospital,11,56,0,12,5,0,0,18,9,0,2,5,11,3,0,10,3,4,0,0,1,2,0,7,0,6,0,0,0,2,1,8,0,1,0,0,0,8,0,0,6,5,11,56,0,12,5,0,0,18,9,0,2,5,11,3,0,10,3,4,0,0,1,2,0,7,0,6,0,0,0,2,1,8,0,1,0,0,0,8,0,0,6,5,서울특별시,강동구
240,기쁨병원,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ2MiQyNjEyMjIjNTEjJDEjJDYjJDgz,"총 인원 : 50명 (의사 : 50, 치과의사 : 0, 한의사 : 0)","내과 (10), 신경과 (1), 외과 (14), 마취통증의학과 (4), 산부인과 (2), 소아청소년과 (2), 이비인후과 (1), 피부과 (1), 영상의학과 (4), 진단검사의학과 (1), 가정의학과 (3), 응급의학과 (3)",hco_info_종합병원_20250518_2200.csv,50,0,0,종합병원,4,10,0,4,0,0,0,14,3,0,3,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,50,general_hospital,4,10,0,4,0,0,0,14,3,0,3,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,4,10,0,4,0,0,0,14,3,0,3,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,서울특별시,서초구
241,차의과학대학교 강남차병원,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQzNjE0ODEjNTEjJDEjJDIjJDgz,"총 인원 : 107명 (의사 : 104, 치과의사 : 3, 한의사 : 0)","내과 (9), 정신건강의학과 (1), 외과 (8), 성형외과 (1), 마취통증의학과 (13), 산부인과 (40), 소아청소년과 (11), 비뇨의학과 (4), 영상의학과 (3), 병리과 (6), 진단검사의학과 (3), 구강악안면외과 (1), 치과교정과 (1), 통합치의학과 (1)",hco_info_종합병원_20250518_2200.csv,104,3,0,종합병원,3,9,0,13,0,0,1,8,0,0,0,0,0,1,0,11,0,3,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,6,107,general_hospital,3,9,0,13,0,0,1,8,0,0,0,0,0,1,0,11,0,3,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,6,3,9,0,13,0,0,1,8,0,0,0,0,0,1,0,11,0,3,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,6,서울특별시,강남구
242,혜민병원,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ2MiQyNjEwMDIjNjEjJDEjJDQjJDgz,"총 인원 : 42명 (의사 : 42, 치과의사 : 0, 한의사 : 0)","내과 (15), 신경과 (1), 외과 (2), 정형외과 (4), 신경외과 (2), 심장혈관흉부외과 (1), 마취통증의학과 (1), 산부인과 (3), 이비인후과 (1), 영상의학과 (2), 진단검사의학과 (1), 가정의학과 (1), 응급의학과 (5)",hco_info_종합병원_20250518_2200.csv,42,0,0,종합병원,2,15,0,1,0,0,0,2,5,0,1,0,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,3,0,42,general_hospital,2,15,0,1,0,0,0,2,5,0,1,0,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,3,0,2,15,0,1,0,0,0,2,5,0,1,0,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,3,0,서울특별시,광진구
243,중앙대학교광명병원,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ2MiQzNjE0ODEjNjEjJDEjJDQjJDgz,"총 인원 : 216명 (의사 : 207, 치과의사 : 9, 한의사 : 0)","내과 (44), 신경과 (8), 정신건강의학과 (3), 외과 (17), 정형외과 (6), 신경외과 (8), 심장혈관흉부외과 (5), 성형외과 (3), 마취통증의학과 (19), 산부인과 (6), 소아청소년과 (9), 안과 (6), 이비인후과 (3), 피부과 (3), 비뇨의학과 (5), 영상의학과 (12), 방사선종양학과 (2), 병리과 (5), 진단검사의학과 (3), 재활의학과 (4), 핵의학과 (1), 가정의학과 (7), 응급의학과 (15), 구강악안면외과 (3), 치과보철과 (1), 치과교정과 (2), 치과보존과 (1), 통합치의학과 (2)",hco_info_종합병원_20250518_2200.csv,207,9,0,종합병원,12,44,0,19,4,0,3,17,15,0,7,6,6,3,0,9,5,3,1,0,3,2,0,3,1,5,2,0,0,3,0,8,0,1,0,2,0,8,0,0,6,5,216,general_hospital,12,44,0,19,4,0,3,17,15,0,7,6,6,3,0,9,5,3,1,0,3,2,0,3,1,5,2,0,0,3,0,8,0,1,0,2,0,8,0,0,6,5,12,44,0,19,4,0,3,17,15,0,7,6,6,3,0,9,5,3,1,0,3,2,0,3,1,5,2,0,0,3,0,8,0,1,0,2,0,8,0,0,6,5,경기도,광명시
244,의료법인 석경의료재단 센트럴병원,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQyNjEwMDIjNDEjJDEjJDgjJDgz,"총 인원 : 44명 (의사 : 43, 치과의사 : 1, 한의사 : 0)","내과 (9), 신경과 (1), 외과 (2), 정형외과 (3), 신경외과 (3), 마취통증의학과 (1), 산부인과 (1), 소아청소년과 (1), 이비인후과 (1), 비뇨의학과 (1), 영상의학과 (4), 진단검사의학과 (1), 가정의학과 (1), 응급의학과 (6), 직업환경의학과 (4), 치과보철과 (1)",hco_info_종합병원_20250518_2200.csv,43,1,0,종합병원,4,9,0,1,0,4,0,2,6,0,1,0,3,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,44,general_hospital,4,9,0,1,0,4,0,2,6,0,1,0,3,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,4,9,0,1,0,4,0,2,6,0,1,0,3,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,경기도,시흥시
245,희명병원,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQ0NjEwMDIjNDEjJDEjJDgjJDgz,"총 인원 : 27명 (의사 : 27, 치과의사 : 0, 한의사 : 0)","내과 (6), 외과 (2), 정형외과 (2), 신경외과 (2), 심장혈관흉부외과 (1), 마취통증의학과 (1), 산부인과 (1), 영상의학과 (2), 진단검사의학과 (1), 가정의학과 (2), 응급의학과 (6)",hco_info_종합병원_20250518_2200.csv,27,0,0,종합병원,2,6,0,1,0,0,0,2,6,0,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,27,general_hospital,2,6,0,1,0,0,0,2,6,0,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,6,0,1,0,0,0,2,6,0,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,서울특별시,금천구
246,의료법인 남촌의료재단 시화병원,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQyNjEwMDIjNTEjJDEjJDYjJDgz,"총 인원 : 83명 (의사 : 82, 치과의사 : 1, 한의사 : 0)","내과 (21), 신경과 (4), 정신건강의학과 (1), 외과 (5), 정형외과 (6), 심장혈관흉부외과 (3), 마취통증의학과 (6), 산부인과 (1), 소아청소년과 (1), 영상의학과 (7), 병리과 (1), 진단검사의학과 (2), 재활의학과 (2), 응급의학과 (10), 직업환경의학과 (6), 예방의학과 (1), 통합치의학과 (1)",hco_info_종합병원_20250518_2200.csv,82,1,0,종합병원,7,21,0,6,2,6,0,5,10,0,0,0,6,1,0,1,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,1,1,83,general_hospital,7,21,0,6,2,6,0,5,10,0,0,0,6,1,0,1,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,1,1,7,21,0,6,2,6,0,5,10,0,0,0,6,1,0,1,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,1,1,경기도,시흥시
247,의료법인서울효천의료재단 에이치플러스양지병원,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQ0NjEwMDIjNTEjJDEjJDYjJDgz,"총 인원 : 99명 (의사 : 99, 치과의사 : 0, 한의사 : 0)","내과 (26), 신경과 (6), 정신건강의학과 (1), 외과 (11), 정형외과 (5), 신경외과 (2), 심장혈관흉부외과 (1), 마취통증의학과 (3), 산부인과 (3), 소아청소년과 (4), 비뇨의학과 (1), 영상의학과 (7), 병리과 (2), 진단검사의학과 (1), 재활의학과 (1), 가정의학과 (3), 응급의학과 (12), 직업환경의학과 (1)",hco_info_종합병원_20250518_2200.csv,99,0,0,종합병원,7,26,0,3,1,1,0,11,12,0,3,0,5,1,0,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,6,0,0,3,2,99,general_hospital,7,26,0,3,1,1,0,11,12,0,3,0,5,1,0,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,6,0,0,3,2,7,26,0,3,1,1,0,11,12,0,3,0,5,1,0,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,6,0,0,3,2,서울특별시,관악구
248,한양대학교구리병원,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjE4MzIjODEjJDEjJDIjJDgz,"총 인원 : 160명 (의사 : 158, 치과의사 : 2, 한의사 : 0)","내과 (41), 신경과 (7), 정신건강의학과 (3), 외과 (14), 정형외과 (8), 신경외과 (6), 심장혈관흉부외과 (2), 성형외과 (4), 마취통증의학과 (7), 산부인과 (2), 소아청소년과 (5), 안과 (6), 이비인후과 (5), 피부과 (2), 비뇨의학과 (4), 영상의학과 (12), 병리과 (3), 진단검사의학과 (4), 재활의학과 (4), 핵의학과 (1), 가정의학과 (2), 응급의학과 (8), 직업환경의학과 (2), 치과보철과 (2)",hco_info_종합병원_20250518_2200.csv,158,2,0,종합병원,12,41,0,7,4,2,0,14,8,0,2,6,8,3,0,5,2,4,2,0,4,0,0,5,0,4,0,0,0,2,0,6,0,1,0,0,0,7,0,0,2,3,160,general_hospital,12,41,0,7,4,2,0,14,8,0,2,6,8,3,0,5,2,4,2,0,4,0,0,5,0,4,0,0,0,2,0,6,0,1,0,0,0,7,0,0,2,3,12,41,0,7,4,2,0,14,8,0,2,6,8,3,0,5,2,4,2,0,4,0,0,5,0,4,0,0,0,2,0,6,0,1,0,0,0,7,0,0,2,3,경기도,구리시
249,순천향대학교 부속 서울병원,JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEyMjIjNTEjJDEjJDIjJDgz,"총 인원 : 232명 (의사 : 227, 치과의사 : 5, 한의사 : 0)","내과 (60), 신경과 (8), 정신건강의학과 (5), 외과 (13), 정형외과 (11), 신경외과 (7), 심장혈관흉부외과 (5), 성형외과 (5), 마취통증의학과 (11), 산부인과 (6), 소아청소년과 (14), 안과 (7), 이비인후과 (5), 피부과 (3), 비뇨의학과 (6), 영상의학과 (12), 방사선종양학과 (2), 병리과 (6), 진단검사의학과 (6), 재활의학과 (4), 핵의학과 (2), 가정의학과 (6), 응급의학과 (14), 직업환경의학과 (2), 예방의학과 (1), 구강악안면외과 (1), 치과보철과 (1), 치과교정과 (1), 치과보존과 (1)",hco_info_종합병원_20250518_2200.csv,227,5,0,종합병원,12,60,0,11,4,2,1,13,14,0,6,7,11,5,0,14,5,6,1,0,5,2,0,5,1,6,1,0,1,3,0,7,0,2,0,0,0,8,0,0,6,6,232,general_hospital,12,60,0,11,4,2,1,13,14,0,6,7,11,5,0,14,5,6,1,0,5,2,0,5,1,6,1,0,1,3,0,7,0,2,0,0,0,8,0,0,6,6,12,60,0,11,4,2,1,13,14,0,6,7,11,5,0,14,5,6,1,0,5,2,0,5,1,6,1,0,1,3,0,7,0,2,0,0,0,8,0,0,6,6,서울특별시,용산구
