index,name,onclick,ykiho,doctor_info,specialties,special_fields
97,안동성소병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjEwMDIjNjEjJDEjJDAjJDgz"",97);",JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjEwMDIjNjEjJDEjJDAjJDgz,"총 인원 : 52명 (의사 : 51, 치과의사 : 1, 한의사 : 0)","내과 (7), 신경과 (1), 정신건강의학과 (4), 외과 (3), 정형외과 (3), 신경외과 (3), 심장혈관흉부외과 (1), 성형외과 (1), 마취통증의학과 (3), 산부인과 (2), 소아청소년과 (2), 안과 (1), 이비인후과 (1), 비뇨의학과 (1), 영상의학과 (3), 병리과 (1), 진단검사의학과 (1), 재활의학과 (1), 가정의학과 (3), 응급의학과 (6), 직업환경의학과 (2)","내과 (7), 신경과 (1), 정신건강의학과 (4), 외과 (3), 정형외과 (3), 신경외과 (3), 심장혈관흉부외과 (1), 성형외과 (1), 마취통증의학과 (3), 산부인과 (2), 소아청소년과 (2), 안과 (1), 이비인후과 (1), 비뇨의학과 (1), 영상의학과 (3), 병리과 (1), 진단검사의학과 (1), 재활의학과 (1), 가정의학과 (3), 응급의학과 (6), 직업환경의학과 (2), 예방의학과 (0), 구강악안면외과 (0)"
98,상주적십자병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQyNjE0ODEjODEjJDEjJDIjJDgz"",98);",JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQyNjE0ODEjODEjJDEjJDIjJDgz,"총 인원 : 16명 (의사 : 16, 치과의사 : 0, 한의사 : 0)","내과 (2), 신경과 (1), 외과 (1), 정형외과 (2), 신경외과 (1), 마취통증의학과 (1), 소아청소년과 (1), 비뇨의학과 (1), 영상의학과 (1), 진단검사의학과 (1), 가정의학과 (2), 응급의학과 (1)","내과 (2), 신경과 (1), 외과 (1), 정형외과 (2), 신경외과 (1), 마취통증의학과 (1), 산부인과 (0), 소아청소년과 (1), 이비인후과 (0), 비뇨의학과 (1), 영상의학과 (1), 진단검사의학과 (1), 가정의학과 (2), 응급의학과 (1)"
99,의료법인삼백의료재단상주성모병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQzNjEwMDIjODEjJDEjJDYjJDgz"",99);",JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQzNjEwMDIjODEjJDEjJDYjJDgz,"총 인원 : 23명 (의사 : 23, 치과의사 : 0, 한의사 : 0)","내과 (4), 신경과 (1), 외과 (2), 정형외과 (2), 신경외과 (1), 성형외과 (1), 마취통증의학과 (3), 산부인과 (1), 이비인후과 (1), 영상의학과 (1), 진단검사의학과 (1), 가정의학과 (1), 응급의학과 (1)","내과 (4), 신경과 (1), 외과 (2), 정형외과 (2), 신경외과 (1), 심장혈관흉부외과 (0), 성형외과 (1), 마취통증의학과 (3), 산부인과 (1), 소아청소년과 (0), 이비인후과 (1), 비뇨의학과 (0), 영상의학과 (1), 진단검사의학과 (1), 재활의학과 (0), 가정의학과 (1)"
100,의료법인영성의료재단 고흥종합병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjE4MzIjNjEjJDEjJDAjJDgz"",100);",JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjE4MzIjNjEjJDEjJDAjJDgz,"총 인원 : 17명 (의사 : 17, 치과의사 : 0, 한의사 : 0)","내과 (3), 신경과 (1), 외과 (1), 정형외과 (2), 마취통증의학과 (1), 산부인과 (2), 소아청소년과 (1), 영상의학과 (1), 방사선종양학과 (1), 병리과 (1), 가정의학과 (1)","내과 (3), 신경과 (1), 외과 (1), 정형외과 (2), 심장혈관흉부외과 (0), 마취통증의학과 (1), 산부인과 (2), 소아청소년과 (1), 비뇨의학과 (0), 영상의학과 (1), 병리과 (1), 진단검사의학과 (0)"
101,의료법인동춘의료재단문경제일병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjE0ODEjNjEjJDEjJDgjJDgz"",101);",JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjE0ODEjNjEjJDEjJDgjJDgz,"총 인원 : 38명 (의사 : 37, 치과의사 : 1, 한의사 : 0)","내과 (5), 신경과 (1), 정신건강의학과 (4), 외과 (4), 정형외과 (2), 신경외과 (3), 심장혈관흉부외과 (2), 마취통증의학과 (2), 산부인과 (1), 소아청소년과 (1), 비뇨의학과 (1), 영상의학과 (1), 진단검사의학과 (1), 재활의학과 (1), 응급의학과 (5), 직업환경의학과 (3), 예방의학과 (1), 통합치의학과 (1)","내과 (5), 신경과 (1), 정신건강의학과 (4), 외과 (4), 정형외과 (2), 신경외과 (3), 심장혈관흉부외과 (2), 마취통증의학과 (2), 산부인과 (1), 소아청소년과 (1), 비뇨의학과 (1), 영상의학과 (1), 진단검사의학과 (1), 재활의학과 (1), 가정의학과 (0), 응급의학과 (5), 직업환경의학과 (3), 예방의학과 (1), 통합치의학과 (1)"
102,의료법인 힐링의료재단 옥천성모병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM1MSMkMSMkOCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjE0ODEjNDEjJDEjJDgjJDgz"",102);",JDQ4MTYyMiM1MSMkMSMkOCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjE0ODEjNDEjJDEjJDgjJDgz,"총 인원 : 19명 (의사 : 19, 치과의사 : 0, 한의사 : 0)","내과 (3), 신경과 (1), 외과 (1), 정형외과 (2), 신경외과 (1), 성형외과 (1), 마취통증의학과 (1), 산부인과 (1), 영상의학과 (1), 진단검사의학과 (1), 재활의학과 (1), 가정의학과 (1), 응급의학과 (1)","내과 (3), 신경과 (1), 외과 (1), 정형외과 (2), 신경외과 (1), 성형외과 (1), 마취통증의학과 (1), 산부인과 (1), 영상의학과 (1), 진단검사의학과 (1), 재활의학과 (1), 가정의학과 (1), 응급의학과 (1)"
103,영주적십자병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjEwMDIjNTEjJDEjJDYjJDgz"",103);",JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjEwMDIjNTEjJDEjJDYjJDgz,"총 인원 : 19명 (의사 : 19, 치과의사 : 0, 한의사 : 0)","내과 (3), 신경과 (1), 외과 (1), 정형외과 (2), 신경외과 (1), 마취통증의학과 (1), 소아청소년과 (1), 비뇨의학과 (1), 영상의학과 (1), 방사선종양학과 (1), 진단검사의학과 (1), 가정의학과 (2), 응급의학과 (1)","내과 (3), 신경과 (1), 외과 (1), 정형외과 (2), 신경외과 (1), 마취통증의학과 (1), 소아청소년과 (1), 비뇨의학과 (1), 영상의학과 (1), 진단검사의학과 (1), 가정의학과 (2), 응급의학과 (1)"
104,전주고려병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM2MSMkMSMkNiMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQ0NjE0ODEjNjEjJDEjJDAjJDgz"",104);",JDQ4MTYyMiM2MSMkMSMkNiMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQ0NjE0ODEjNjEjJDEjJDAjJDgz,"총 인원 : 17명 (의사 : 17, 치과의사 : 0, 한의사 : 0)","내과 (2), 외과 (1), 정형외과 (4), 마취통증의학과 (1), 산부인과 (1), 영상의학과 (1), 진단검사의학과 (2), 가정의학과 (1)","내과 (2), 신경과 (0), 외과 (1), 정형외과 (4), 신경외과 (0), 마취통증의학과 (1), 산부인과 (1), 영상의학과 (1), 진단검사의학과 (2), 재활의학과 (0), 가정의학과 (1)"
105,대자인병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM2MSMkMSMkNiMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQ0NjE0ODEjNDEjJDEjJDgjJDgz"",105);",JDQ4MTYyMiM2MSMkMSMkNiMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,"총 인원 : 121명 (의사 : 118, 치과의사 : 2, 한의사 : 1)","내과 (26), 신경과 (6), 정신건강의학과 (4), 외과 (9), 정형외과 (6), 신경외과 (4), 심장혈관흉부외과 (1), 성형외과 (3), 마취통증의학과 (6), 산부인과 (4), 소아청소년과 (3), 이비인후과 (1), 피부과 (1), 비뇨의학과 (2), 영상의학과 (8), 병리과 (3), 진단검사의학과 (4), 재활의학과 (2), 핵의학과 (1), 가정의학과 (4), 응급의학과 (13), 직업환경의학과 (3), 구강악안면외과 (2)","내과 (26), 신경과 (6), 정신건강의학과 (4), 외과 (9), 정형외과 (6), 신경외과 (4), 심장혈관흉부외과 (1), 성형외과 (3), 마취통증의학과 (6), 산부인과 (4), 소아청소년과 (3), 안과 (0), 이비인후과 (1), 피부과 (1), 비뇨의학과 (2), 영상의학과 (8), 병리과 (3), 진단검사의학과 (4), 재활의학과 (2), 핵의학과 (1), 가정의학과 (4), 응급의학과 (13), 직업환경의학과 (3), 예방의학과 (0), 구강악안면외과 (2), 치과보철과 (0), 치과교정과 (0), 소아치과 (0), 치주과 (0), 치과보존과 (0), 구강내과 (0), 한방내과 (0), 한방부인과 (0), 한방신경정신과 (0), 침구과 (0), 한방재활의학과 (0), 사상체질과 (0)"
106,재단법인예수병원유지재단예수병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM2MSMkMSMkNiMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjODEjJDEjJDIjJDgz"",106);",JDQ4MTYyMiM2MSMkMSMkNiMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjODEjJDEjJDIjJDgz,"총 인원 : 188명 (의사 : 184, 치과의사 : 4, 한의사 : 0)","내과 (42), 신경과 (3), 정신건강의학과 (4), 외과 (14), 정형외과 (7), 신경외과 (6), 심장혈관흉부외과 (1), 성형외과 (1), 마취통증의학과 (7), 산부인과 (6), 소아청소년과 (9), 안과 (2), 이비인후과 (3), 피부과 (2), 비뇨의학과 (2), 영상의학과 (10), 방사선종양학과 (2), 병리과 (3), 진단검사의학과 (3), 재활의학과 (8), 핵의학과 (2), 가정의학과 (6), 응급의학과 (13), 치과보존과 (1)","내과 (42), 신경과 (3), 정신건강의학과 (4), 외과 (14), 정형외과 (7), 신경외과 (6), 심장혈관흉부외과 (1), 성형외과 (1), 마취통증의학과 (7), 산부인과 (6), 소아청소년과 (9), 안과 (2), 이비인후과 (3), 피부과 (2), 비뇨의학과 (2), 영상의학과 (10), 방사선종양학과 (2), 병리과 (3), 진단검사의학과 (3), 재활의학과 (8), 핵의학과 (2), 가정의학과 (6), 응급의학과 (13), 구강악안면외과 (0), 치과보철과 (0), 소아치과 (0), 치주과 (0), 치과보존과 (1), 구강내과 (0), 예방치과 (0)"
107,의료법인영경의료재단전주병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM2MSMkMSMkNiMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEwMDIjNjEjJDEjJDAjJDgz"",107);",JDQ4MTYyMiM2MSMkMSMkNiMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEwMDIjNjEjJDEjJDAjJDgz,"총 인원 : 47명 (의사 : 46, 치과의사 : 1, 한의사 : 0)","내과 (12), 신경과 (2), 정신건강의학과 (1), 외과 (5), 정형외과 (3), 신경외과 (2), 심장혈관흉부외과 (1), 성형외과 (1), 마취통증의학과 (2), 산부인과 (1), 소아청소년과 (1), 비뇨의학과 (1), 영상의학과 (2), 진단검사의학과 (1), 재활의학과 (1), 가정의학과 (1), 응급의학과 (8), 직업환경의학과 (1)","내과 (12), 신경과 (2), 정신건강의학과 (1), 외과 (5), 정형외과 (3), 신경외과 (2), 심장혈관흉부외과 (1), 성형외과 (1), 마취통증의학과 (2), 산부인과 (1), 소아청소년과 (1), 비뇨의학과 (1), 영상의학과 (2), 진단검사의학과 (1), 재활의학과 (1), 가정의학과 (1), 응급의학과 (8), 직업환경의학과 (1)"
108,광주병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQ0NjE0ODEjNzEjJDEjJDgjJDgz"",108);",JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQ0NjE0ODEjNzEjJDEjJDgjJDgz,"총 인원 : 40명 (의사 : 40, 치과의사 : 0, 한의사 : 0)","내과 (11), 신경과 (1), 외과 (3), 정형외과 (6), 신경외과 (2), 심장혈관흉부외과 (1), 마취통증의학과 (3), 산부인과 (1), 소아청소년과 (1), 비뇨의학과 (1), 영상의학과 (3), 진단검사의학과 (1), 응급의학과 (4)","내과 (11), 신경과 (1), 외과 (3), 정형외과 (6), 신경외과 (2), 심장혈관흉부외과 (1), 마취통증의학과 (3), 산부인과 (1), 소아청소년과 (1), 비뇨의학과 (1), 영상의학과 (3), 진단검사의학과 (1), 응급의학과 (4)"
109,서남대학교병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjEyMjIjNTEjJDEjJDYjJDgz"",109);",JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjEyMjIjNTEjJDEjJDYjJDgz,"총 인원 : 0명 (의사 : 0, 치과의사 : 0, 한의사 : 0)","내과 (0), 외과 (0), 정형외과 (0), 신경외과 (0), 마취통증의학과 (0), 산부인과 (0), 소아청소년과 (0), 이비인후과 (0), 영상의학과 (0), 병리과 (0), 치과 (0)",
110,광주기독병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjNDEjJDEjJDQjJDgz"",110);",JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjNDEjJDEjJDQjJDgz,"총 인원 : 124명 (의사 : 122, 치과의사 : 2, 한의사 : 0)","내과 (28), 신경과 (2), 정신건강의학과 (1), 외과 (8), 정형외과 (6), 신경외과 (5), 심장혈관흉부외과 (4), 마취통증의학과 (5), 산부인과 (4), 소아청소년과 (9), 이비인후과 (3), 피부과 (1), 비뇨의학과 (5), 영상의학과 (5), 병리과 (2), 진단검사의학과 (1), 재활의학과 (5), 핵의학과 (1), 가정의학과 (4), 응급의학과 (6), 치주과 (1), 치과보존과 (1)","내과 (28), 신경과 (2), 정신건강의학과 (1), 외과 (8), 정형외과 (6), 신경외과 (5), 심장혈관흉부외과 (4), 마취통증의학과 (5), 산부인과 (4), 소아청소년과 (9), 이비인후과 (3), 피부과 (1), 비뇨의학과 (5), 영상의학과 (5), 병리과 (2), 진단검사의학과 (1), 결핵과 (0), 재활의학과 (5), 핵의학과 (1), 가정의학과 (4), 응급의학과 (6), 구강악안면외과 (0), 치과보철과 (0), 소아치과 (0), 치주과 (1), 치과보존과 (1), 구강내과 (0), 영상치의학과 (0), 예방치과 (0)"
111,해피뷰병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQzNjE0ODEjNjEjJDEjJDAjJDgz"",111);",JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQzNjE0ODEjNjEjJDEjJDAjJDgz,"총 인원 : 18명 (의사 : 18, 치과의사 : 0, 한의사 : 0)","내과 (4), 신경과 (2), 정신건강의학과 (2), 외과 (1), 정형외과 (2), 신경외과 (1), 마취통증의학과 (1), 비뇨의학과 (1), 영상의학과 (2), 진단검사의학과 (1), 가정의학과 (1)","내과 (4), 신경과 (2), 정신건강의학과 (2), 외과 (1), 정형외과 (2), 신경외과 (1), 마취통증의학과 (1), 산부인과 (0), 비뇨의학과 (1), 영상의학과 (2), 진단검사의학과 (1), 가정의학과 (1)"
112,학교법인 가톨릭학원 가톨릭대학교 대전성모병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjNTEjJDEjJDIjJDgz"",112);",JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjNTEjJDEjJDIjJDgz,"총 인원 : 129명 (의사 : 126, 치과의사 : 3, 한의사 : 0)","내과 (30), 신경과 (3), 정신건강의학과 (2), 외과 (9), 정형외과 (5), 신경외과 (6), 심장혈관흉부외과 (3), 성형외과 (1), 마취통증의학과 (8), 산부인과 (5), 소아청소년과 (3), 안과 (5), 이비인후과 (5), 피부과 (1), 비뇨의학과 (3), 영상의학과 (10), 방사선종양학과 (2), 병리과 (3), 진단검사의학과 (2), 재활의학과 (4), 핵의학과 (1), 가정의학과 (5), 응급의학과 (8), 구강악안면외과 (1), 치과보철과 (1), 통합치의학과 (1)","내과 (30), 신경과 (3), 정신건강의학과 (2), 외과 (9), 정형외과 (5), 신경외과 (6), 심장혈관흉부외과 (3), 성형외과 (1), 마취통증의학과 (8), 산부인과 (5), 소아청소년과 (3), 안과 (5), 이비인후과 (5), 피부과 (1), 비뇨의학과 (3), 영상의학과 (10), 방사선종양학과 (2), 병리과 (3), 진단검사의학과 (2), 재활의학과 (4), 핵의학과 (1), 가정의학과 (5), 응급의학과 (8), 구강악안면외과 (1), 치과보철과 (1), 치과교정과 (0), 치과보존과 (0)"
113,동아병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQzNjEwMDIjNTEjJDEjJDIjJDgz"",113);",JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQzNjEwMDIjNTEjJDEjJDIjJDgz,"총 인원 : 31명 (의사 : 31, 치과의사 : 0, 한의사 : 0)","내과 (6), 외과 (1), 정형외과 (9), 신경외과 (2), 심장혈관흉부외과 (1), 마취통증의학과 (3), 산부인과 (1), 영상의학과 (3), 진단검사의학과 (1)","내과 (6), 외과 (1), 정형외과 (9), 신경외과 (2), 마취통증의학과 (3), 산부인과 (1), 영상의학과 (3), 진단검사의학과 (1), 응급의학과 (0)"
114,광주씨티병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjEwMDIjNDEjJDEjJDQjJDgz"",114);",JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjEwMDIjNDEjJDEjJDQjJDgz,"총 인원 : 27명 (의사 : 27, 치과의사 : 0, 한의사 : 0)","내과 (6), 신경과 (1), 외과 (2), 정형외과 (5), 신경외과 (2), 심장혈관흉부외과 (1), 마취통증의학과 (2), 소아청소년과 (1), 비뇨의학과 (1), 영상의학과 (2), 진단검사의학과 (1), 응급의학과 (2)","내과 (6), 신경과 (1), 외과 (2), 정형외과 (5), 신경외과 (2), 마취통증의학과 (2), 소아청소년과 (1), 비뇨의학과 (1), 영상의학과 (2), 진단검사의학과 (1), 응급의학과 (2)"
115,광주현대병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQ0NjE0ODEjODEjJDEjJDYjJDgz"",115);",JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQ0NjE0ODEjODEjJDEjJDYjJDgz,"총 인원 : 41명 (의사 : 41, 치과의사 : 0, 한의사 : 0)","내과 (7), 신경과 (2), 외과 (8), 정형외과 (7), 신경외과 (2), 마취통증의학과 (3), 산부인과 (1), 소아청소년과 (1), 영상의학과 (1), 진단검사의학과 (1), 응급의학과 (4)","내과 (7), 신경과 (2), 외과 (8), 정형외과 (7), 신경외과 (2), 마취통증의학과 (3), 산부인과 (1), 소아청소년과 (1), 영상의학과 (1), 진단검사의학과 (1), 응급의학과 (4)"
116,광주일곡병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQyNjE0ODEjNDEjJDEjJDgjJDgz"",116);",JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQyNjE0ODEjNDEjJDEjJDgjJDgz,"총 인원 : 20명 (의사 : 20, 치과의사 : 0, 한의사 : 0)","내과 (4), 신경과 (1), 외과 (3), 정형외과 (3), 신경외과 (2), 마취통증의학과 (1), 소아청소년과 (1), 비뇨의학과 (1), 영상의학과 (1), 진단검사의학과 (1), 응급의학과 (1)","내과 (4), 신경과 (1), 외과 (3), 정형외과 (3), 신경외과 (2), 마취통증의학과 (1), 소아청소년과 (1), 비뇨의학과 (1), 영상의학과 (1), 진단검사의학과 (1), 응급의학과 (1)"
117,대전한국병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQyNjE4MzIjNDEjJDEjJDgjJDgz"",117);",JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQyNjE4MzIjNDEjJDEjJDgjJDgz,"총 인원 : 42명 (의사 : 41, 치과의사 : 1, 한의사 : 0)","내과 (9), 신경과 (2), 정신건강의학과 (1), 외과 (2), 정형외과 (5), 신경외과 (1), 심장혈관흉부외과 (2), 마취통증의학과 (4), 산부인과 (1), 소아청소년과 (1), 이비인후과 (1), 비뇨의학과 (1), 영상의학과 (1), 진단검사의학과 (2), 재활의학과 (1), 가정의학과 (1)","내과 (9), 신경과 (2), 정신건강의학과 (1), 외과 (2), 정형외과 (5), 신경외과 (1), 심장혈관흉부외과 (2), 마취통증의학과 (4), 산부인과 (1), 소아청소년과 (1), 이비인후과 (1), 비뇨의학과 (1), 영상의학과 (1), 진단검사의학과 (2), 재활의학과 (1), 가정의학과 (1), 응급의학과 (0), 구강악안면외과 (0)"
118,빛고을전남대학교병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQzNjE0ODEjNTEjJDEjJDYjJDgz"",118);",JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQzNjE0ODEjNTEjJDEjJDYjJDgz,"총 인원 : 21명 (의사 : 21, 치과의사 : 0, 한의사 : 0)","내과 (13), 외과 (1), 정형외과 (1), 마취통증의학과 (1), 산부인과 (1), 영상의학과 (1), 진단검사의학과 (1), 예방의학과 (2)","내과 (13), 신경과 (0), 외과 (1), 정형외과 (1), 신경외과 (0), 마취통증의학과 (1), 산부인과 (1), 소아청소년과 (0), 비뇨의학과 (0), 영상의학과 (1), 병리과 (0), 진단검사의학과 (1), 재활의학과 (0), 가정의학과 (0)"
119,의료법인 영훈의료재단 대전선병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQ0NjEwMDIjNDEjJDEjJDgjJDgz"",119);",JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQ0NjEwMDIjNDEjJDEjJDgjJDgz,"총 인원 : 73명 (의사 : 70, 치과의사 : 3, 한의사 : 0)","내과 (15), 신경과 (3), 정신건강의학과 (1), 외과 (5), 정형외과 (7), 신경외과 (3), 심장혈관흉부외과 (1), 마취통증의학과 (4), 산부인과 (2), 소아청소년과 (2), 이비인후과 (2), 비뇨의학과 (2), 영상의학과 (5), 병리과 (2), 진단검사의학과 (1), 가정의학과 (3), 응급의학과 (7), 구강악안면외과 (1), 소아치과 (1)","내과 (15), 신경과 (3), 정신건강의학과 (1), 외과 (5), 정형외과 (7), 신경외과 (3), 심장혈관흉부외과 (1), 성형외과 (0), 마취통증의학과 (4), 산부인과 (2), 소아청소년과 (2), 안과 (0), 이비인후과 (2), 피부과 (0), 비뇨의학과 (2), 영상의학과 (5), 방사선종양학과 (0), 병리과 (2), 진단검사의학과 (1), 재활의학과 (0), 핵의학과 (0), 가정의학과 (3), 응급의학과 (7), 구강악안면외과 (1)"
120,선한병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQzNjEyMjIjNDEjJDEjJDQjJDgz"",120);",JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQzNjEyMjIjNDEjJDEjJDQjJDgz,"총 인원 : 26명 (의사 : 25, 치과의사 : 1, 한의사 : 0)","내과 (5), 신경과 (1), 외과 (1), 정형외과 (5), 신경외과 (4), 마취통증의학과 (2), 산부인과 (1), 영상의학과 (2), 진단검사의학과 (1), 가정의학과 (2), 통합치의학과 (1)","내과 (5), 신경과 (1), 외과 (1), 정형외과 (5), 신경외과 (4), 마취통증의학과 (2), 산부인과 (1), 영상의학과 (2), 진단검사의학과 (1), 가정의학과 (2), 치주과 (0)"
121,미래로21병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQzNjE4MzIjNDEjJDEjJDgjJDgz"",121);",JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQzNjE4MzIjNDEjJDEjJDgjJDgz,"총 인원 : 31명 (의사 : 31, 치과의사 : 0, 한의사 : 0)","내과 (11), 신경과 (1), 외과 (2), 정형외과 (4), 신경외과 (1), 심장혈관흉부외과 (1), 마취통증의학과 (1), 소아청소년과 (1), 영상의학과 (2), 진단검사의학과 (1), 응급의학과 (3)","내과 (11), 신경과 (1), 외과 (2), 정형외과 (4), 신경외과 (1), 심장혈관흉부외과 (1), 마취통증의학과 (1), 소아청소년과 (1), 영상의학과 (2), 진단검사의학과 (1), 응급의학과 (3)"
